,engagement_id,customer_id,service_id,quantity,billed_amount,engagement_date,recorded_by
772,ENG10772,CUST1076,PROD012,1,26113.59,2025-04-19,FinMark BI Team
773,ENG10773,CUST1091,PROD001,2 units,20499.2,2023-09-10,FinMark BI Team
774,ENG10774,CUST1028,PROD020,3,46014.97,2023-12-12,FinMark BI Team
776,ENG10776,CUST1045,PROD005,1,64903.06,2025-02-05,FinMark BI Team
777,ENG10777,CUST1034,PROD015,3,74872.92,2023-06-15,FinMark BI Team
778,ENG10778,CUST1005,PROD005,3,46041.26,2023-02-14,FinMark BI Team
780,ENG10780,CUST1068,PROD005,2 units,46064.2,2024-03-28,FinMark BI Team
781,ENG10781,CUST1046,PROD017,1,63406.87,2025-04-09,FinMark BI Team
783,ENG10783,CUST1065,PROD012,2,55367.24,2023-05-08,FinMark BI Team
784,ENG10784,CUST1009,PROD015,2,56797.5,2025-05-03,FinMark BI Team
785,ENG10785,CUST1055,PROD015,2,58261.29,2022-01-12,FinMark BI Team
786,ENG10786,CUST1029,PROD006,2,34521.32,2022-07-14,FinMark BI Team
787,ENG10787,CUST1004,PROD012,2 units,62843.16,2023-05-05,FinMark BI Team
788,ENG10788,CUST1032,PROD020,3,25483.49,2024-03-05,FinMark BI Team
789,ENG10789,CUST1064,PROD018,1,31956.22,2024-05-30,FinMark BI Team
790,ENG10790,CUST1017,PROD014,3,72648.2,2022-07-01,FinMark BI Team
791,ENG10791,CUST1095,PROD002,2 units,64323.39,2024-08-19,FinMark BI Team
792,ENG10792,CUST1048,PROD009,2,20824.73,2023-10-18,FinMark BI Team
794,ENG10794,CUST1084,PROD020,3,32864.39,2023-11-25,FinMark BI Team
795,ENG10795,CUST1025,PROD001,1,36248.38,2022-01-30,FinMark BI Team
796,ENG10796,CUST1062,PROD003,2 units,34853.59,2025-01-24,FinMark BI Team
798,ENG10798,CUST1085,PROD005,2 units,47536.43,2024-02-17,FinMark BI Team
799,ENG10799,CUST1058,PROD005,1,63964.01,2023-03-20,FinMark BI Team
800,ENG10800,CUST1026,PROD001,1,56403.9,2022-10-25,FinMark BI Team
801,ENG10801,CUST1048,PROD017,2,60372.3,2024-03-18,FinMark BI Team
802,ENG10802,CUST1076,PROD019,1,24868.95,2024-04-24,FinMark BI Team
803,ENG10803,CUST1032,PROD014,2,77089.44,2024-10-12,FinMark BI Team
806,ENG10806,CUST1000,PROD020,2,69379.03,2023-07-08,FinMark BI Team
807,ENG10807,CUST1020,PROD018,2,75962.63,2022-10-30,FinMark BI Team
808,ENG10808,CUST1054,PROD011,2 units,52655.24,2023-02-25,FinMark BI Team
811,ENG10811,CUST1080,PROD007,3,64572.89,2022-07-04,FinMark BI Team
812,ENG10812,CUST1068,PROD015,2 units,64275.04,2023-04-13,FinMark BI Team
813,ENG10813,CUST1094,PROD011,1,51286.94,2024-01-24,FinMark BI Team
814,ENG10814,CUST1004,PROD018,1,24107.52,2022-12-29,FinMark BI Team
816,ENG10816,CUST1052,PROD006,1,75246.0,2022-12-02,FinMark BI Team
817,ENG10817,CUST1022,PROD020,3,55066.93,2022-06-11,FinMark BI Team
818,ENG10818,CUST1052,PROD013,1,52299.92,2025-03-29,FinMark BI Team
820,ENG10820,CUST1073,PROD016,2,42106.94,2022-01-12,FinMark BI Team
822,ENG10822,CUST1082,PROD010,2,59987.78,2025-01-01,FinMark BI Team
823,ENG10823,CUST1016,PROD008,2,67243.22,2023-08-11,FinMark BI Team
824,ENG10824,CUST1084,PROD018,1,47260.73,2022-07-20,FinMark BI Team
825,ENG10825,CUST1077,PROD001,2 units,57814.83,2023-06-06,FinMark BI Team
826,ENG10826,CUST1072,PROD008,1,34903.02,2023-05-20,FinMark BI Team
827,ENG10827,CUST1000,PROD006,3,62327.65,2024-02-27,FinMark BI Team
828,ENG10828,CUST1050,PROD005,1,45656.08,2024-11-28,FinMark BI Team
829,ENG10829,CUST1044,PROD015,1,46552.73,2022-03-01,FinMark BI Team
830,ENG10830,CUST1076,PROD015,3,58959.34,2023-08-01,FinMark BI Team
831,ENG10831,CUST1003,PROD002,2,76176.84,2022-11-17,FinMark BI Team
834,ENG10834,CUST1031,PROD010,2 units,37542.99,2024-07-11,FinMark BI Team
836,ENG10836,CUST1091,PROD018,3,21314.8,2023-07-23,FinMark BI Team
837,ENG10837,CUST1094,PROD017,1,38062.76,2025-01-06,FinMark BI Team
838,ENG10838,CUST1071,PROD008,2 units,50157.87,2025-05-02,FinMark BI Team
840,ENG10840,CUST1025,PROD008,2 units,49465.74,2023-06-11,FinMark BI Team
841,ENG10841,CUST1033,PROD017,3,75626.64,2023-06-08,FinMark BI Team
842,ENG10842,CUST1053,PROD012,3,26323.59,2023-09-05,FinMark BI Team
843,ENG10843,CUST1002,PROD008,1,65866.44,2025-03-25,FinMark BI Team
845,ENG10845,CUST1011,PROD004,3,59310.42,2022-05-05,FinMark BI Team
846,ENG10846,CUST1064,PROD001,2,35614.2,2024-05-20,FinMark BI Team
847,ENG10847,CUST1053,PROD001,2,29569.54,2022-10-07,FinMark BI Team
848,ENG10848,CUST1004,PROD019,2 units,29627.76,2024-07-05,FinMark BI Team
849,ENG10849,CUST1093,PROD016,3,24229.52,2023-09-14,FinMark BI Team
850,ENG10850,CUST1093,PROD014,3,31138.8,2024-04-25,FinMark BI Team
851,ENG10851,CUST1056,PROD016,2,59853.16,2023-11-05,FinMark BI Team
852,ENG10852,CUST1016,PROD005,2,72901.44,2025-02-25,FinMark BI Team
853,ENG10853,CUST1046,PROD009,3,68847.54,2022-11-10,FinMark BI Team
854,ENG10854,CUST1022,PROD002,1,61108.06,2022-11-28,FinMark BI Team
855,ENG10855,CUST1078,PROD018,3,26625.91,2025-03-19,FinMark BI Team
856,ENG10856,CUST1084,PROD006,3,37351.25,2022-02-05,FinMark BI Team
858,ENG10858,CUST1065,PROD001,2,34997.42,2024-11-11,FinMark BI Team
859,ENG10859,CUST1074,PROD009,1,50900.34,2022-07-25,FinMark BI Team
860,ENG10860,CUST1050,PROD016,1,52133.23,2023-10-01,FinMark BI Team
861,ENG10861,CUST1037,PROD013,2 units,41413.16,2024-04-27,FinMark BI Team
863,ENG10863,CUST1097,PROD013,2,69713.34,2023-03-16,FinMark BI Team
864,ENG10864,CUST1037,PROD009,1,67357.57,2023-12-30,FinMark BI Team
865,ENG10865,CUST1049,PROD011,2 units,38467.75,2025-01-24,FinMark BI Team
866,ENG10866,CUST1097,PROD004,2 units,74827.31,2024-07-29,FinMark BI Team
867,ENG10867,CUST1081,PROD002,2,77168.9,2022-06-13,FinMark BI Team
868,ENG10868,CUST1029,PROD006,2,39604.55,2022-05-28,FinMark BI Team
869,ENG10869,CUST1078,PROD014,2 units,41265.5,2022-10-21,FinMark BI Team
870,ENG10870,CUST1090,PROD004,1,50338.05,2022-07-14,FinMark BI Team
871,ENG10871,CUST1050,PROD006,2 units,76467.25,2023-10-25,FinMark BI Team
872,ENG10872,CUST1062,PROD019,3,72579.17,2023-04-25,FinMark BI Team
873,ENG10873,CUST1097,PROD006,3,26154.08,2022-05-03,FinMark BI Team
875,ENG10875,CUST1037,PROD018,1,53202.27,2023-11-30,FinMark BI Team
876,ENG10876,CUST1096,PROD013,1,50187.95,2024-08-22,FinMark BI Team
877,ENG10877,CUST1087,PROD009,3,31631.78,2023-10-23,FinMark BI Team
878,ENG10878,CUST1078,PROD019,2 units,71529.01,2025-02-01,FinMark BI Team
879,ENG10879,CUST1029,PROD013,2,60616.45,2023-12-11,FinMark BI Team
880,ENG10880,CUST1050,PROD011,2 units,70274.5,2023-01-31,FinMark BI Team
881,ENG10881,CUST1080,PROD001,2 units,71525.86,2024-06-30,FinMark BI Team
883,ENG10883,CUST1028,PROD015,1,46352.64,2024-10-01,FinMark BI Team
884,ENG10884,CUST1003,PROD001,3,56632.81,2025-03-11,FinMark BI Team
885,ENG10885,CUST1009,PROD012,1,29621.92,2022-11-13,FinMark BI Team
887,ENG10887,CUST1016,PROD015,2,30755.2,2023-11-12,FinMark BI Team
889,ENG10889,CUST1016,PROD001,2 units,33775.89,2023-05-10,FinMark BI Team
890,ENG10890,CUST1083,PROD017,3,27053.08,2023-07-10,FinMark BI Team
891,ENG10891,CUST1087,PROD017,3,29917.07,2023-09-02,FinMark BI Team
892,ENG10892,CUST1068,PROD003,3,20119.53,2022-04-19,FinMark BI Team
893,ENG10893,CUST1033,PROD012,2 units,63124.38,2023-01-07,FinMark BI Team
894,ENG10894,CUST1005,PROD006,2 units,63944.06,2024-05-04,FinMark BI Team
895,ENG10895,CUST1052,PROD011,2,50896.0,2023-09-08,FinMark BI Team
896,ENG10896,CUST1065,PROD003,1,29681.77,2024-02-07,FinMark BI Team
897,ENG10897,CUST1076,PROD008,3,25013.26,2022-07-25,FinMark BI Team
898,ENG10898,CUST1042,PROD014,3,21147.74,2024-04-26,FinMark BI Team
899,ENG10899,CUST1074,PROD014,1,29944.89,2022-02-12,FinMark BI Team
900,ENG10900,CUST1022,PROD010,3,73451.33,2024-05-14,FinMark BI Team
904,ENG10904,CUST1074,PROD003,2 units,33341.68,2024-02-24,FinMark BI Team
905,ENG10905,CUST1015,PROD008,2 units,51153.47,2023-04-21,FinMark BI Team
906,ENG10906,CUST1007,PROD016,3,56465.16,2022-03-24,FinMark BI Team
907,ENG10907,CUST1003,PROD002,2,34721.14,2025-02-07,FinMark BI Team
908,ENG10908,CUST1003,PROD006,1,23463.93,2022-07-09,FinMark BI Team
909,ENG10909,CUST1055,PROD012,2 units,43461.97,2024-03-10,FinMark BI Team
910,ENG10910,CUST1024,PROD005,2,34052.2,2024-07-24,FinMark BI Team
911,ENG10911,CUST1066,PROD002,2 units,33173.24,2022-09-08,FinMark BI Team
912,ENG10912,CUST1095,PROD016,2 units,77591.77,2022-10-18,FinMark BI Team
913,ENG10913,CUST1066,PROD005,1,56978.03,2025-05-09,FinMark BI Team
914,ENG10914,CUST1026,PROD015,2 units,53412.71,2022-11-22,FinMark BI Team
916,ENG10916,CUST1031,PROD004,1,45736.66,2024-04-16,FinMark BI Team
917,ENG10917,CUST1049,PROD015,1,52454.3,2023-05-23,FinMark BI Team
918,ENG10918,CUST1060,PROD011,2,61785.79,2024-01-01,FinMark BI Team
919,ENG10919,CUST1050,PROD016,3,62128.77,2022-03-13,FinMark BI Team
921,ENG10921,CUST1020,PROD014,3,50006.77,2023-10-03,FinMark BI Team
922,ENG10922,CUST1004,PROD018,3,44717.49,2024-07-28,FinMark BI Team
923,ENG10923,CUST1081,PROD012,1,72231.62,2023-08-31,FinMark BI Team
924,ENG10924,CUST1091,PROD011,2 units,57885.14,2023-07-20,FinMark BI Team
926,ENG10926,CUST1060,PROD011,2 units,26923.68,2022-02-23,FinMark BI Team
927,ENG10927,CUST1021,PROD016,3,56338.27,2023-06-12,FinMark BI Team
928,ENG10928,CUST1020,PROD015,1,27032.23,2023-09-03,FinMark BI Team
929,ENG10929,CUST1069,PROD015,2 units,40232.39,2022-07-12,FinMark BI Team
930,ENG10930,CUST1000,PROD004,2,28570.52,2022-02-27,FinMark BI Team
932,ENG10932,CUST1011,PROD019,1,32375.13,2025-02-08,FinMark BI Team
933,ENG10933,CUST1089,PROD015,2,43511.56,2022-05-09,FinMark BI Team
934,ENG10934,CUST1045,PROD004,2 units,73740.49,2023-12-07,FinMark BI Team
935,ENG10935,CUST1033,PROD013,2 units,32258.98,2024-05-01,FinMark BI Team
937,ENG10937,CUST1077,PROD002,2 units,45156.3,2022-01-08,FinMark BI Team
938,ENG10938,CUST1089,PROD014,2 units,21087.44,2022-01-29,FinMark BI Team
939,ENG10939,CUST1044,PROD004,2,67565.49,2025-02-09,FinMark BI Team
940,ENG10940,CUST1026,PROD016,3,24142.75,2024-08-04,FinMark BI Team
941,ENG10941,CUST1072,PROD020,2,48455.3,2022-05-11,FinMark BI Team
942,ENG10942,CUST1025,PROD014,2,53640.7,2022-07-07,FinMark BI Team
943,ENG10943,CUST1046,PROD015,2,57705.59,2023-12-10,FinMark BI Team
945,ENG10945,CUST1055,PROD008,1,35196.34,2025-05-12,FinMark BI Team
946,ENG10946,CUST1093,PROD016,3,20598.73,2022-07-31,FinMark BI Team
947,ENG10947,CUST1062,PROD010,2,63406.62,2022-10-03,FinMark BI Team
948,ENG10948,CUST1047,PROD004,2 units,52139.4,2025-01-01,FinMark BI Team
949,ENG10949,CUST1060,PROD018,2 units,70167.06,2022-08-31,FinMark BI Team
950,ENG10950,CUST1080,PROD002,2,69283.3,2025-01-30,FinMark BI Team
951,ENG10951,CUST1025,PROD017,2 units,70599.57,2024-09-13,FinMark BI Team
952,ENG10952,CUST1035,PROD013,2,49105.68,2023-11-16,FinMark BI Team
953,ENG10953,CUST1000,PROD004,2 units,40017.7,2022-06-20,FinMark BI Team
954,ENG10954,CUST1007,PROD011,3,67493.49,2023-10-15,FinMark BI Team
955,ENG10955,CUST1098,PROD007,1,47077.65,2022-07-07,FinMark BI Team
956,ENG10956,CUST1051,PROD012,1,31006.53,2025-01-14,FinMark BI Team
957,ENG10957,CUST1078,PROD010,3,71298.44,2022-02-21,FinMark BI Team
958,ENG10958,CUST1046,PROD007,3,72953.59,2022-04-21,FinMark BI Team
959,ENG10959,CUST1055,PROD013,2,47978.59,2024-05-26,FinMark BI Team
960,ENG10960,CUST1085,PROD007,2,24541.98,2024-12-02,FinMark BI Team
961,ENG10961,CUST1013,PROD017,2,43269.57,2022-07-30,FinMark BI Team
962,ENG10962,CUST1089,PROD010,2 units,68212.26,2025-05-08,FinMark BI Team
963,ENG10963,CUST1027,PROD010,2,74106.44,2024-05-07,FinMark BI Team
964,ENG10964,CUST1086,PROD004,3,32208.36,2023-09-19,FinMark BI Team
965,ENG10965,CUST1077,PROD020,1,24018.42,2024-11-15,FinMark BI Team
966,ENG10966,CUST1087,PROD004,2 units,72641.03,2022-10-26,FinMark BI Team
967,ENG10967,CUST1001,PROD007,2,43364.3,2025-01-05,FinMark BI Team
968,ENG10968,CUST1025,PROD001,2 units,52505.66,2024-07-12,FinMark BI Team
969,ENG10969,CUST1013,PROD012,2 units,78083.95,2022-05-17,FinMark BI Team
970,ENG10970,CUST1058,PROD013,2,23993.88,2024-11-09,FinMark BI Team
971,ENG10971,CUST1055,PROD010,2 units,58899.08,2023-03-16,FinMark BI Team
972,ENG10972,CUST1006,PROD015,1,24446.33,2022-07-30,FinMark BI Team
973,ENG10973,CUST1002,PROD013,3,42528.14,2024-01-22,FinMark BI Team
974,ENG10974,CUST1022,PROD009,3,68228.87,2023-03-11,FinMark BI Team
975,ENG10975,CUST1017,PROD009,1,46008.33,2024-02-19,FinMark BI Team
976,ENG10976,CUST1037,PROD015,2 units,79830.94,2025-05-15,FinMark BI Team
977,ENG10977,CUST1098,PROD010,2,53543.56,2023-03-15,FinMark BI Team
978,ENG10978,CUST1014,PROD010,2 units,39269.73,2023-10-28,FinMark BI Team
979,ENG10979,CUST1063,PROD008,1,33206.68,2024-12-01,FinMark BI Team
980,ENG10980,CUST1088,PROD016,2 units,41031.23,2023-02-15,FinMark BI Team
981,ENG10981,CUST1027,PROD017,3,42352.0,2024-03-16,FinMark BI Team
982,ENG10982,CUST1073,PROD005,2 units,24122.82,2023-09-02,FinMark BI Team
983,ENG10983,CUST1038,PROD004,1,42174.45,2023-03-03,FinMark BI Team
985,ENG10985,CUST1016,PROD019,2 units,63364.27,2024-06-20,FinMark BI Team
986,ENG10986,CUST1085,PROD004,2 units,59403.77,2024-07-30,FinMark BI Team
987,ENG10987,CUST1089,PROD007,3,62525.94,2024-01-12,FinMark BI Team
989,ENG10989,CUST1024,PROD018,3,33060.04,2025-05-28,FinMark BI Team
991,ENG10991,CUST1012,PROD004,1,49039.36,2022-11-24,FinMark BI Team
992,ENG10992,CUST1083,PROD010,1,20318.81,2022-02-21,FinMark BI Team
993,ENG10993,CUST1024,PROD001,3,68269.68,2023-01-11,FinMark BI Team
994,ENG10994,CUST1067,PROD018,3,66368.57,2022-09-20,FinMark BI Team
995,ENG10995,CUST1009,PROD005,1,52905.15,2022-09-24,FinMark BI Team
996,ENG10996,CUST1066,PROD015,2,23987.8,2022-12-25,FinMark BI Team
999,ENG10999,CUST1085,PROD012,1,66917.6,2023-10-14,FinMark BI Team
1001,ENG11001,CUST1007,PROD001,3,68180.12,2022-02-15,FinMark BI Team
1002,ENG11002,CUST1039,PROD017,1,51080.48,2023-08-23,FinMark BI Team
1003,ENG11003,CUST1082,PROD016,2,28419.47,2023-12-21,FinMark BI Team
1005,ENG11005,CUST1040,PROD015,1,57228.43,2023-08-24,FinMark BI Team
1006,ENG11006,CUST1005,PROD003,2 units,64535.19,2023-01-16,FinMark BI Team
1007,ENG11007,CUST1051,PROD007,1,30192.86,2022-04-28,FinMark BI Team
1008,ENG11008,CUST1025,PROD011,2 units,31698.51,2022-04-26,FinMark BI Team
1009,ENG11009,CUST1063,PROD010,2,73424.57,2022-09-17,FinMark BI Team
1010,ENG11010,CUST1097,PROD009,2,64998.67,2025-01-03,FinMark BI Team
1011,ENG11011,CUST1058,PROD014,1,74493.71,2022-11-01,FinMark BI Team
1012,ENG11012,CUST1055,PROD013,3,65522.92,2022-01-07,FinMark BI Team
1013,ENG11013,CUST1058,PROD002,2 units,55829.32,2023-01-01,FinMark BI Team
1014,ENG11014,CUST1069,PROD003,3,59247.96,2023-06-07,FinMark BI Team
1016,ENG11016,CUST1052,PROD018,3,54728.41,2025-05-23,FinMark BI Team
1017,ENG11017,CUST1021,PROD003,2,57943.48,2023-03-05,FinMark BI Team
1018,ENG11018,CUST1020,PROD010,1,29388.6,2024-03-01,FinMark BI Team
1019,ENG11019,CUST1069,PROD007,1,48435.27,2024-01-17,FinMark BI Team
1020,ENG11020,CUST1069,PROD009,2,62983.83,2023-01-02,FinMark BI Team
1021,ENG11021,CUST1003,PROD017,2,36256.56,2022-11-09,FinMark BI Team
1022,ENG11022,CUST1093,PROD011,1,32135.25,2023-06-22,FinMark BI Team
1023,ENG11023,CUST1074,PROD007,3,38829.61,2024-07-09,FinMark BI Team
1024,ENG11024,CUST1061,PROD014,2 units,34490.04,2024-12-13,FinMark BI Team
1025,ENG11025,CUST1061,PROD019,2 units,32894.76,2024-05-14,FinMark BI Team
1026,ENG11026,CUST1093,PROD004,2 units,45491.05,2025-04-02,FinMark BI Team
1027,ENG11027,CUST1094,PROD006,3,74470.31,2024-02-21,FinMark BI Team
1028,ENG11028,CUST1023,PROD010,1,50423.58,2022-11-30,FinMark BI Team
1029,ENG11029,CUST1054,PROD007,2,31275.22,2024-03-08,FinMark BI Team
1030,ENG11030,CUST1008,PROD013,1,24618.3,2022-12-14,FinMark BI Team
1031,ENG11031,CUST1002,PROD014,3,61769.37,2022-09-30,FinMark BI Team
1032,ENG11032,CUST1030,PROD004,2,42967.93,2024-08-20,FinMark BI Team
1033,ENG11033,CUST1039,PROD008,3,69309.86,2023-12-21,FinMark BI Team
1035,ENG11035,CUST1023,PROD001,2 units,67774.49,2023-05-15,FinMark BI Team
1036,ENG11036,CUST1094,PROD004,3,36316.76,2025-01-21,FinMark BI Team
1037,ENG11037,CUST1005,PROD003,2,61541.54,2023-11-16,FinMark BI Team
1038,ENG11038,CUST1065,PROD009,2,35843.72,2022-03-20,FinMark BI Team
1039,ENG11039,CUST1083,PROD008,1,76344.11,2023-09-14,FinMark BI Team
1040,ENG11040,CUST1091,PROD001,2 units,58182.46,2025-05-25,FinMark BI Team
1041,ENG11041,CUST1074,PROD006,1,39470.71,2024-08-04,FinMark BI Team
1042,ENG11042,CUST1003,PROD009,1,36170.71,2022-12-24,FinMark BI Team
1043,ENG11043,CUST1078,PROD007,3,31455.6,2023-09-10,FinMark BI Team
1044,ENG11044,CUST1005,PROD004,3,61678.46,2023-05-22,FinMark BI Team
1045,ENG11045,CUST1093,PROD013,1,33122.94,2025-04-19,FinMark BI Team
1046,ENG11046,CUST1050,PROD017,2 units,55718.2,2023-07-30,FinMark BI Team
1048,ENG11048,CUST1056,PROD005,1,59718.14,2022-09-01,FinMark BI Team
1049,ENG11049,CUST1065,PROD012,1,68896.38,2023-05-21,FinMark BI Team
1050,ENG11050,CUST1078,PROD008,1,66681.51,2023-02-26,FinMark BI Team
1052,ENG11052,CUST1007,PROD008,1,31263.34,2025-01-15,FinMark BI Team
1053,ENG11053,CUST1025,PROD018,1,25303.1,2022-08-05,FinMark BI Team
1055,ENG11055,CUST1044,PROD012,2 units,42100.83,2024-10-05,FinMark BI Team
1056,ENG11056,CUST1043,PROD003,1,45940.77,2025-04-07,FinMark BI Team
1057,ENG11057,CUST1004,PROD006,2,21868.95,2022-11-26,FinMark BI Team
1058,ENG11058,CUST1069,PROD002,3,35574.59,2023-10-12,FinMark BI Team
1059,ENG11059,CUST1025,PROD012,3,22020.58,2023-01-26,FinMark BI Team
1060,ENG11060,CUST1067,PROD002,1,72751.15,2023-01-16,FinMark BI Team
1062,ENG11062,CUST1083,PROD017,1,53440.23,2024-01-12,FinMark BI Team
1063,ENG11063,CUST1096,PROD003,2 units,22338.76,2024-03-30,FinMark BI Team
1064,ENG11064,CUST1019,PROD002,2 units,60010.84,2023-11-04,FinMark BI Team
1065,ENG11065,CUST1011,PROD020,3,39381.64,2023-05-28,FinMark BI Team
1066,ENG11066,CUST1046,PROD008,3,73875.15,2024-08-06,FinMark BI Team
1067,ENG11067,CUST1000,PROD012,2,73287.09,2025-04-26,FinMark BI Team
1068,ENG11068,CUST1089,PROD004,3,39517.44,2024-07-18,FinMark BI Team
1069,ENG11069,CUST1013,PROD005,2,74057.65,2024-07-01,FinMark BI Team
1070,ENG11070,CUST1063,PROD013,2 units,79769.46,2023-10-06,FinMark BI Team
1071,ENG11071,CUST1037,PROD015,2 units,69524.94,2023-03-03,FinMark BI Team
1072,ENG11072,CUST1036,PROD016,1,70692.28,2023-05-17,FinMark BI Team
1073,ENG11073,CUST1010,PROD010,2 units,34940.52,2023-12-31,FinMark BI Team
1075,ENG11075,CUST1076,PROD012,3,24035.35,2022-03-12,FinMark BI Team
1076,ENG11076,CUST1002,PROD017,1,25695.08,2023-04-23,FinMark BI Team
1077,ENG11077,CUST1032,PROD016,2,79933.56,2025-04-16,FinMark BI Team
1078,ENG11078,CUST1005,PROD012,3,39598.35,2023-04-02,FinMark BI Team
1079,ENG11079,CUST1049,PROD008,1,64891.03,2022-07-08,FinMark BI Team
1080,ENG11080,CUST1009,PROD020,2 units,68399.9,2022-10-18,FinMark BI Team
1081,ENG11081,CUST1004,PROD003,2,71481.4,2024-07-08,FinMark BI Team
1082,ENG11082,CUST1022,PROD016,3,79857.7,2022-10-19,FinMark BI Team
1083,ENG11083,CUST1009,PROD013,1,34489.79,2024-01-26,FinMark BI Team
1085,ENG11085,CUST1001,PROD008,2 units,44671.49,2023-01-12,FinMark BI Team
1086,ENG11086,CUST1012,PROD005,3,27804.84,2025-03-25,FinMark BI Team
1087,ENG11087,CUST1039,PROD020,2 units,21345.55,2023-05-23,FinMark BI Team
1089,ENG11089,CUST1083,PROD012,3,67024.3,2023-06-12,FinMark BI Team
1091,ENG11091,CUST1062,PROD020,3,38766.68,2023-07-13,FinMark BI Team
1092,ENG11092,CUST1072,PROD006,2,59260.52,2025-04-25,FinMark BI Team
1093,ENG11093,CUST1016,PROD018,3,33921.09,2024-11-20,FinMark BI Team
1094,ENG11094,CUST1008,PROD008,1,20862.89,2022-09-17,FinMark BI Team
1095,ENG11095,CUST1074,PROD007,2 units,65861.2,2023-02-25,FinMark BI Team
1096,ENG11096,CUST1014,PROD001,2,57424.59,2022-10-31,FinMark BI Team
1097,ENG11097,CUST1023,PROD016,3,65738.16,2024-07-30,FinMark BI Team
1098,ENG11098,CUST1037,PROD012,2,22336.28,2024-11-28,FinMark BI Team
1099,ENG11099,CUST1034,PROD006,3,70227.18,2023-06-26,FinMark BI Team
1101,ENG11101,CUST1094,PROD002,2 units,53803.72,2025-05-11,FinMark BI Team
1102,ENG11102,CUST1048,PROD014,2 units,57476.84,2024-12-25,FinMark BI Team
1103,ENG11103,CUST1068,PROD004,1,71865.99,2022-04-18,FinMark BI Team
1104,ENG11104,CUST1061,PROD001,1,55216.19,2022-09-25,FinMark BI Team
1105,ENG11105,CUST1059,PROD018,3,54857.02,2022-08-10,FinMark BI Team
1106,ENG11106,CUST1049,PROD013,2 units,79440.75,2025-01-18,FinMark BI Team
1107,ENG11107,CUST1077,PROD002,2,65403.81,2023-11-24,FinMark BI Team
1108,ENG11108,CUST1074,PROD009,2,46537.63,2022-09-12,FinMark BI Team
1109,ENG11109,CUST1008,PROD002,2,62443.82,2022-09-10,FinMark BI Team
1110,ENG11110,CUST1033,PROD009,1,43353.83,2022-09-14,FinMark BI Team
1111,ENG11111,CUST1075,PROD001,2,33732.53,2023-01-18,FinMark BI Team
1112,ENG11112,CUST1098,PROD011,1,55811.11,2023-03-18,FinMark BI Team
1113,ENG11113,CUST1034,PROD003,1,75690.93,2023-08-22,FinMark BI Team
1114,ENG11114,CUST1000,PROD020,3,75748.37,2025-01-18,FinMark BI Team
1115,ENG11115,CUST1039,PROD004,2,40514.32,2023-01-25,FinMark BI Team
1116,ENG11116,CUST1063,PROD018,2,51660.65,2023-08-05,FinMark BI Team
1117,ENG11117,CUST1021,PROD006,2 units,32698.15,2024-12-03,FinMark BI Team
1118,ENG11118,CUST1059,PROD003,3,79737.87,2023-08-21,FinMark BI Team
1119,ENG11119,CUST1063,PROD011,2 units,78867.07,2022-01-19,FinMark BI Team
1120,ENG11120,CUST1092,PROD015,3,58970.54,2025-01-29,FinMark BI Team
1121,ENG11121,CUST1071,PROD005,2,68264.84,2023-08-30,FinMark BI Team
1123,ENG11123,CUST1013,PROD010,1,55589.49,2022-02-02,FinMark BI Team
1125,ENG11125,CUST1029,PROD015,1,47285.86,2024-05-11,FinMark BI Team
1126,ENG11126,CUST1034,PROD017,1,60487.18,2022-06-04,FinMark BI Team
1128,ENG11128,CUST1036,PROD006,3,42387.36,2024-06-23,FinMark BI Team
1130,ENG11130,CUST1082,PROD013,2 units,30041.42,2023-02-09,FinMark BI Team
1131,ENG11131,CUST1077,PROD003,3,50021.57,2024-04-23,FinMark BI Team
1132,ENG11132,CUST1025,PROD010,1,61453.04,2025-03-30,FinMark BI Team
1133,ENG11133,CUST1061,PROD014,3,61828.15,2024-01-17,FinMark BI Team
1134,ENG11134,CUST1003,PROD006,3,58918.34,2025-02-14,FinMark BI Team
1135,ENG11135,CUST1088,PROD003,1,36517.29,2022-09-28,FinMark BI Team
1136,ENG11136,CUST1041,PROD016,1,29372.39,2024-02-09,FinMark BI Team
1137,ENG11137,CUST1088,PROD007,1,58156.42,2022-06-21,FinMark BI Team
1138,ENG11138,CUST1017,PROD020,2,55958.13,2022-10-01,FinMark BI Team
1139,ENG11139,CUST1039,PROD014,1,30761.36,2022-09-16,FinMark BI Team
1140,ENG11140,CUST1071,PROD009,2,62308.35,2025-03-04,FinMark BI Team
1141,ENG11141,CUST1038,PROD015,1,47310.32,2023-02-26,FinMark BI Team
1143,ENG11143,CUST1031,PROD002,3,70242.02,2025-04-24,FinMark BI Team
1144,ENG11144,CUST1050,PROD002,2 units,30183.71,2022-12-30,FinMark BI Team
1145,ENG11145,CUST1037,PROD003,3,21148.69,2023-01-13,FinMark BI Team
1146,ENG11146,CUST1096,PROD018,3,66746.16,2023-08-03,FinMark BI Team
1147,ENG11147,CUST1022,PROD014,1,56581.85,2024-06-09,FinMark BI Team
1148,ENG11148,CUST1062,PROD020,2,61978.37,2023-12-23,FinMark BI Team
1149,ENG11149,CUST1014,PROD018,2 units,70289.3,2025-05-04,FinMark BI Team
1150,ENG11150,CUST1096,PROD010,1,68168.66,2024-05-30,FinMark BI Team
1151,ENG11151,CUST1024,PROD002,1,77655.21,2025-01-26,FinMark BI Team
